elem_id,domain_name
622,Software Development Outsourcing
622,Software Products and Web Services
623,AI Software & Services
624,Software Products and Web Services
625,Environment
625,"Transportation, Logistics and Warehouse"
625,Healthcare
625,Financial Services
626,Environment
626,Healthcare
626,Financial Services
627,AI Software & Services
628,Banking
629,Software Products and Web Services
630,Insurance
630,Banking
631,Software Products and Web Services
632,IT Services and IT Consulting
633,IT Services and IT Consulting
634,AI Software & Services
635,Software Products and Web Services
635,AI Software & Services
636,Banking
636,IT Services and IT Consulting
636,Financial Services
637,IT Services and IT Consulting
638,Banking
638,Financial Services
639,IT Services and IT Consulting
641,Banking
641,Software Products and Web Services
641,Financial Services
642,Banking
642,Financial Services
643,Banking
643,Financial Services
644,Banking
644,Financial Services
645,Banking
645,Financial Services
646,IT Services and IT Consulting
646,Software Products and Web Services
646,Creative and Design
647,E-commerce
647,Software Products and Web Services
648,Food and Beverage
648,Software Products and Web Services
648,Healthcare
649,E-commerce
649,Software Products and Web Services
650,Software Development Outsourcing
651,Financial Services
652,Software Development Outsourcing
653,Software Products and Web Services
654,Insurance
654,IT Services and IT Consulting
655,Cyber Security
655,Software Products and Web Services
655,Financial Services
656,Insurance
656,Banking
656,Financial Services
657,Banking
658,Software Development Outsourcing
659,Network and Infrastructure
660,Software Products and Web Services
661,Financial Services
662,Healthcare
663,E-commerce
664,E-commerce
664,Retail and Wholesale
665,Education and Training
665,Game
665,IT Services and IT Consulting
665,Software Products and Web Services
666,Banking
666,Financial Services
667,Software Development Outsourcing
668,Software Products and Web Services
669,Software Products and Web Services
670,AI Software & Services
671,IT Services and IT Consulting
671,Software Development Outsourcing
671,Software Products and Web Services
672,Banking
672,Securities & Investment
672,Financial Services
672,AI Software & Services
673,IT Services and IT Consulting
673,Telecommunication
673,Software Products and Web Services
674,IT Services and IT Consulting
674,Software Products and Web Services
675,IT Services and IT Consulting
675,Financial Services
676,Banking
677,Food and Beverage
677,IT Services and IT Consulting
678,Consumer Goods
679,IT Services and IT Consulting
679,Software Development Outsourcing
679,Software Products and Web Services
680,IT Services and IT Consulting
681,IT Services and IT Consulting
682,IT Services and IT Consulting
682,Software Products and Web Services
682,Professional Services
683,E-commerce
683,Banking
683,IT Hardware and Computing
683,IT Services and IT Consulting
683,Financial Services
684,Insurance
685,E-commerce
686,"Real Estate, Property and Construction"
687,"Transportation, Logistics and Warehouse"
688,Healthcare
689,Software Development Outsourcing
689,Software Products and Web Services
690,Trading and Commercial
691,IT Services and IT Consulting
692,Financial Services
693,Insurance
693,Banking
693,IT Services and IT Consulting
693,Healthcare
693,Financial Services
694,IT Services and IT Consulting
694,Financial Services
695,IT Services and IT Consulting
696,Agriculture
697,Manufacturing and Engineering
698,Food and Beverage
698,E-commerce
698,Banking
698,IT Hardware and Computing
699,IT Services and IT Consulting
700,Retail and Wholesale
701,Software Products and Web Services
702,Pharmaceuticals
702,Software Products and Web Services
702,Healthcare
703,Software Products and Web Services
703,Financial Services
704,E-commerce
704,IT Hardware and Computing
704,"Transportation, Logistics and Warehouse"
704,Software Products and Web Services
704,Financial Services
705,Insurance
705,Banking
705,IT Services and IT Consulting
706,Software Development Outsourcing
706,AI Software & Services
707,Insurance
707,Banking
707,Software Products and Web Services
707,Financial Services
708,Banking
709,IT Services and IT Consulting
710,IT Services and IT Consulting
710,Software Development Outsourcing
711,Blockchain & Web3 Services
711,Insurance
711,Banking
711,IT Services and IT Consulting
711,Financial Services
712,Software Products and Web Services
713,Banking
713,Software Products and Web Services
713,Financial Services
713,AI Software & Services
714,Insurance
715,IT Hardware and Computing
716,Game
716,"Media, Advertising and Entertainment"
716,IT Services and IT Consulting
716,Software Products and Web Services
716,Emerging Tech R&D
717,Banking
717,Software Products and Web Services
718,E-commerce
718,"Transportation, Logistics and Warehouse"
719,Software Development Outsourcing
719,Software Products and Web Services
721,IT Services and IT Consulting
722,Software Products and Web Services
723,Apparel and Fashion
724,Insurance
724,Banking
724,IT Services and IT Consulting
725,Telecommunication
726,IT Services and IT Consulting
726,Software Products and Web Services
726,Financial Services
727,Software Products and Web Services
728,Software Development Outsourcing
729,Software Products and Web Services
729,Financial Services
730,E-commerce
731,IT Services and IT Consulting
732,Software Development Outsourcing
733,Software Products and Web Services
734,IT Services and IT Consulting
735,IT Services and IT Consulting
735,Software Development Outsourcing
735,Software Products and Web Services
735,AI Software & Services
736,IT Services and IT Consulting
736,Software Development Outsourcing
736,Software Products and Web Services
736,AI Software & Services
737,IT Services and IT Consulting
738,Software Products and Web Services
738,AI Software & Services
739,Insurance
739,Banking
739,IT Services and IT Consulting
739,Software Development Outsourcing
739,Healthcare
740,Software Products and Web Services
740,Financial Services
741,Software Products and Web Services
742,IT Services and IT Consulting
743,Retail and Wholesale
744,Banking
744,"Transportation, Logistics and Warehouse"
744,Software Development Outsourcing
744,Software Products and Web Services
744,Financial Services
745,IT Services and IT Consulting
746,Financial Services
747,Creative and Design
748,Software Products and Web Services
749,IT Hardware and Computing
750,AI Software & Services
751,IT Services and IT Consulting
751,Software Development Outsourcing
751,Professional Services
751,Financial Services
752,Game
752,Software Development Outsourcing
752,Software Products and Web Services
753,Telecommunication
753,Network and Infrastructure
753,Software Products and Web Services
754,Software Products and Web Services
755,AI Software & Services
756,Software Products and Web Services
757,IT Services and IT Consulting
758,Software Products and Web Services
758,Healthcare
759,IT Services and IT Consulting
760,Software Products and Web Services
761,Retail and Wholesale
762,IT Services and IT Consulting
763,IT Services and IT Consulting
763,Software Development Outsourcing
763,Software Products and Web Services
764,IT Services and IT Consulting
765,Blockchain & Web3 Services
765,E-commerce
765,Software Development Outsourcing
765,Software Products and Web Services
765,AI Software & Services
766,Retail and Wholesale
767,Banking
767,Government
767,Financial Services
768,Game
769,E-commerce
769,IT Services and IT Consulting
769,"Transportation, Logistics and Warehouse"
769,Software Development Outsourcing
769,Software Products and Web Services
771,E-commerce
771,Manufacturing and Engineering
771,IT Services and IT Consulting
771,Software Products and Web Services
772,Software Products and Web Services
772,Financial Services
773,IT Services and IT Consulting
774,Banking
774,Financial Services
775,Banking
775,Financial Services
776,E-commerce
776,"Transportation, Logistics and Warehouse"
776,Software Products and Web Services
777,IT Services and IT Consulting
778,IT Services and IT Consulting
778,Software Development Outsourcing
779,IT Services and IT Consulting
780,Banking
780,Financial Services
781,Banking
781,Financial Services
782,IT Services and IT Consulting
782,Software Development Outsourcing
783,IT Services and IT Consulting
784,IT Services and IT Consulting
785,Software Products and Web Services
786,Software Products and Web Services
787,IT Services and IT Consulting
788,IT Services and IT Consulting
789,Game
790,AI Software & Services
791,IT Services and IT Consulting
792,IT Services and IT Consulting
793,Software Products and Web Services
794,"Real Estate, Property and Construction"
795,"Real Estate, Property and Construction"
796,"Media, Advertising and Entertainment"
797,Game
797,IT Hardware and Computing
798,"Transportation, Logistics and Warehouse"
798,Software Products and Web Services
799,Software Products and Web Services
799,Staffing and Recruiting
800,Banking
800,IT Services and IT Consulting
800,Software Development Outsourcing
800,Software Products and Web Services
800,AI Software & Services
801,Banking
803,IT Services and IT Consulting
803,Software Products and Web Services
803,AI Software & Services
804,IT Services and IT Consulting
805,IT Services and IT Consulting
805,Software Development Outsourcing
805,Software Products and Web Services
805,Emerging Tech R&D
805,AI Software & Services
806,IT Services and IT Consulting
807,IT Hardware and Computing
807,Manufacturing and Engineering
807,Software Products and Web Services
808,Banking
808,IT Services and IT Consulting
808,Software Products and Web Services
808,Financial Services
809,"Transportation, Logistics and Warehouse"
810,IT Services and IT Consulting
810,Software Products and Web Services
810,Creative and Design
811,Environment
811,"Real Estate, Property and Construction"
811,Facility Management
811,Research Services
811,Utilities
812,IT Services and IT Consulting
813,IT Services and IT Consulting
813,Telecommunication
814,Insurance
815,Insurance
815,IT Services and IT Consulting
815,Software Products and Web Services
815,Emerging Tech R&D
816,Game
818,IT Services and IT Consulting
818,Software Development Outsourcing
818,Software Products and Web Services
818,Professional Services
818,AI Software & Services
819,Software Products and Web Services
819,Emerging Tech R&D
819,AI Software & Services
820,E-commerce
820,IT Services and IT Consulting
820,Software Products and Web Services
821,E-commerce
822,Software Products and Web Services
822,Financial Services
823,Software Products and Web Services
825,Cyber Security
825,Software Products and Web Services
825,AI Software & Services
827,"Transportation, Logistics and Warehouse"
828,Insurance
829,Software Products and Web Services
830,Emerging Tech R&D
831,IT Services and IT Consulting
832,Financial Services
833,Software Products and Web Services
834,E-commerce
834,Software Products and Web Services
835,Securities & Investment
836,Game
837,IT Services and IT Consulting
838,IT Services and IT Consulting
839,Software Products and Web Services
840,IT Services and IT Consulting
842,E-commerce
842,Software Products and Web Services
844,Software Development Outsourcing
845,"Real Estate, Property and Construction"
846,IT Services and IT Consulting
847,IT Services and IT Consulting
847,Software Development Outsourcing
848,Software Products and Web Services
849,Software Products and Web Services
849,Healthcare
850,E-commerce
850,Game
850,Software Products and Web Services
851,Software Products and Web Services
852,Insurance
852,E-commerce
852,Pharmaceuticals
852,Software Products and Web Services
852,Healthcare
853,Banking
853,Software Products and Web Services
853,Financial Services
854,Food and Beverage
854,Consumer Goods
854,E-commerce
854,Retail and Wholesale
854,Software Products and Web Services
855,Food and Beverage
855,E-commerce
856,AI Software & Services
857,Insurance
857,Pharmaceuticals
857,IT Services and IT Consulting
857,Software Products and Web Services
857,Healthcare
858,Software Products and Web Services
859,Tourism and Hospitality Services
859,AI Software & Services
860,Software Products and Web Services
861,Game
861,Software Development Outsourcing
862,Software Products and Web Services
863,Software Products and Web Services
864,Banking
864,IT Services and IT Consulting
865,Software Development Outsourcing
865,Software Products and Web Services
867,Banking
867,IT Services and IT Consulting
867,Software Development Outsourcing
868,IT Services and IT Consulting
869,Insurance
869,Banking
869,Securities & Investment
869,Financial Services
870,Financial Services
871,Game
872,IT Services and IT Consulting
873,IT Services and IT Consulting
874,Network and Infrastructure
874,Software Development Outsourcing
874,Software Products and Web Services
875,Education and Training
876,Software Products and Web Services
876,Facility Management
877,Software Products and Web Services
878,Software Products and Web Services
879,Banking
879,Financial Services
880,E-commerce
881,Software Products and Web Services
881,Facility Management
882,Software Products and Web Services
882,Financial Services
883,IT Services and IT Consulting
883,Financial Services
884,Software Products and Web Services
884,Financial Services
885,Software Products and Web Services
885,Financial Services
886,Financial Services
887,Software Products and Web Services
887,AI Software & Services
888,Banking
888,Software Products and Web Services
888,Financial Services
889,E-commerce
889,Software Products and Web Services
890,Education and Training
890,Software Products and Web Services
892,E-commerce
892,Software Products and Web Services
893,E-commerce
894,AI Software & Services
895,Financial Services
896,Software Products and Web Services
897,IT Services and IT Consulting
898,Healthcare
899,IT Services and IT Consulting
900,IT Services and IT Consulting
901,IT Services and IT Consulting
902,IT Services and IT Consulting
902,Software Development Outsourcing
902,Software Products and Web Services
903,Financial Services
904,IT Services and IT Consulting
904,Software Development Outsourcing
904,Software Products and Web Services
905,IT Services and IT Consulting
906,"Transportation, Logistics and Warehouse"
907,IT Services and IT Consulting
908,Software Development Outsourcing
909,Software Products and Web Services
910,Software Development Outsourcing
911,IT Hardware and Computing
911,IT Services and IT Consulting
912,Software Products and Web Services
913,Software Products and Web Services
913,AI Software & Services
914,IT Hardware and Computing
914,IT Services and IT Consulting
914,AI Software & Services
915,IT Services and IT Consulting
916,Banking
917,Cyber Security
918,Insurance
918,IT Services and IT Consulting
918,Software Development Outsourcing
918,Software Products and Web Services
918,AI Software & Services
919,Software Development Outsourcing
919,Software Products and Web Services
920,Software Development Outsourcing
921,IT Services and IT Consulting
922,Insurance
922,Banking
922,Financial Services
923,AI Software & Services
924,AI Software & Services
926,Banking
926,Financial Services
928,Banking
928,IT Services and IT Consulting
929,Banking
929,Software Products and Web Services
930,IT Services and IT Consulting
931,Banking
931,Financial Services
932,IT Services and IT Consulting
933,Banking
933,Software Products and Web Services
933,Financial Services
934,Software Products and Web Services
935,Software Products and Web Services
936,Banking
936,Securities & Investment
936,Financial Services
937,Banking
937,IT Services and IT Consulting
937,Software Products and Web Services
938,Banking
938,Software Products and Web Services
938,Financial Services
939,IT Services and IT Consulting
939,Software Products and Web Services
940,Banking
940,Financial Services
941,Banking
941,Software Products and Web Services
941,Financial Services
942,Banking
942,Financial Services
943,Banking
943,IT Services and IT Consulting
943,Software Products and Web Services
944,Banking
944,IT Services and IT Consulting
944,Software Products and Web Services
945,IT Services and IT Consulting
946,Insurance
946,Banking
946,Software Products and Web Services
947,IT Services and IT Consulting
948,Banking
948,IT Services and IT Consulting
948,Financial Services
950,Banking
950,Software Products and Web Services
950,Financial Services
951,E-commerce
951,Banking
951,"Real Estate, Property and Construction"
952,Software Development Outsourcing
953,E-commerce
953,IT Services and IT Consulting
953,Software Products and Web Services
953,Professional Services
953,AI Software & Services
954,Manufacturing and Engineering
955,IT Services and IT Consulting
956,Tourism and Hospitality Services
957,Software Products and Web Services
958,Game
959,IT Services and IT Consulting
960,Insurance
961,Software Products and Web Services
962,Software Products and Web Services
963,E-commerce
963,IT Services and IT Consulting
963,AI Software & Services
964,Software Products and Web Services
966,Software Products and Web Services
966,Financial Services
967,Software Products and Web Services
968,Creative and Design
969,E-commerce
969,"Media, Advertising and Entertainment"
970,Banking
970,Financial Services
971,Financial Services
972,Software Products and Web Services
973,Software Products and Web Services
974,Software Products and Web Services
975,Software Development Outsourcing
976,Software Products and Web Services
977,Game
978,Financial Services
979,Software Products and Web Services
979,AI Software & Services
980,Education and Training
980,IT Services and IT Consulting
980,Software Products and Web Services
981,Software Products and Web Services
982,E-commerce
982,IT Services and IT Consulting
982,"Transportation, Logistics and Warehouse"
982,Software Development Outsourcing
982,Software Products and Web Services
983,Education and Training
983,Game
983,IT Services and IT Consulting
983,Software Development Outsourcing
983,Software Products and Web Services
984,AI Software & Services
985,Software Development Outsourcing
986,Banking
986,Software Products and Web Services
986,Financial Services
987,IT Services and IT Consulting
988,Pharmaceuticals
988,Software Products and Web Services
988,Healthcare
989,Banking
989,Software Products and Web Services
989,Securities & Investment
989,Financial Services
990,Insurance
990,Education and Training
990,Banking
990,IT Services and IT Consulting
990,Software Development Outsourcing
991,Banking
991,Financial Services
992,IT Services and IT Consulting
992,Software Products and Web Services
992,AI Software & Services
993,IT Services and IT Consulting
994,Education and Training
994,Environment
994,Healthcare
994,Financial Services
995,Software Products and Web Services
996,Cyber Security
996,Software Products and Web Services
996,AI Software & Services
997,Education and Training
997,IT Services and IT Consulting
998,Banking
998,Software Products and Web Services
998,Financial Services
998,AI Software & Services
999,IT Hardware and Computing
999,IT Services and IT Consulting
999,Network and Infrastructure
999,Software Products and Web Services
1000,Banking
1000,Software Development Outsourcing
1001,Professional Services
1002,"Transportation, Logistics and Warehouse"
1003,Retail and Wholesale
1004,IT Services and IT Consulting
1005,IT Services and IT Consulting
1005,Software Products and Web Services
1005,Emerging Tech R&D
1006,IT Services and IT Consulting
1006,Software Development Outsourcing
1007,"Transportation, Logistics and Warehouse"
1008,Financial Services
1009,Software Products and Web Services
1010,IT Services and IT Consulting
1011,IT Services and IT Consulting
1011,Software Products and Web Services
1012,IT Services and IT Consulting
1013,IT Hardware and Computing
1014,Software Products and Web Services
1015,IT Services and IT Consulting
1016,IT Services and IT Consulting
1017,"Real Estate, Property and Construction"
1018,Network and Infrastructure
1019,IT Services and IT Consulting
1019,Cyber Security
1020,Software Products and Web Services
1021,Software Development Outsourcing
1021,Software Products and Web Services
1022,Food and Beverage
1022,Tourism and Hospitality Services
1022,Consumer Goods
1022,E-commerce
1022,Retail and Wholesale
1023,IT Services and IT Consulting
1024,Banking
1024,IT Services and IT Consulting
1024,Software Products and Web Services
1024,Financial Services
1025,Banking
1025,IT Services and IT Consulting
1025,Software Products and Web Services
1025,Financial Services
1026,Banking
1026,IT Services and IT Consulting
1026,Software Products and Web Services
1026,Financial Services
1027,Software Products and Web Services
1028,Software Development Outsourcing
1029,Cyber Security
1030,IT Services and IT Consulting
1031,Retail and Wholesale
1031,Software Products and Web Services
1032,IT Services and IT Consulting
1033,Tourism and Hospitality Services
1033,E-commerce
1033,IT Services and IT Consulting
1034,IT Services and IT Consulting
1035,IT Services and IT Consulting
1036,IT Services and IT Consulting
1036,Software Development Outsourcing
1036,Software Products and Web Services
1036,AI Software & Services
1037,Software Products and Web Services
1038,Game
1039,IT Hardware and Computing
1040,Banking
1040,Software Products and Web Services
1041,IT Services and IT Consulting
1042,IT Services and IT Consulting
1043,Software Development Outsourcing
1043,Software Products and Web Services
1043,AI Software & Services
1044,Telecommunication
1045,Software Products and Web Services
1046,IT Services and IT Consulting
1047,Insurance
1048,"Real Estate, Property and Construction"
1048,Software Products and Web Services
1050,Software Products and Web Services
1051,Banking
1052,Software Products and Web Services
1052,Financial Services
1052,AI Software & Services
1053,Software Products and Web Services
1054,E-commerce
1054,Banking
1054,Software Development Outsourcing
1054,Software Products and Web Services
1054,Financial Services
1055,Software Products and Web Services
1055,Financial Services
1056,Software Development Outsourcing
1056,Software Products and Web Services
1056,Financial Services
1056,AI Software & Services
1057,Software Products and Web Services
1058,Banking
1058,IT Services and IT Consulting
1059,Banking
1059,IT Services and IT Consulting
1060,Banking
1060,Securities & Investment
1060,Financial Services
1061,Software Products and Web Services
1061,Facility Management
1062,E-commerce
1062,IT Services and IT Consulting
1062,Software Products and Web Services
1062,AI Software & Services
1063,E-commerce
1063,Software Products and Web Services
1064,Insurance
1064,E-commerce
1064,Banking
1064,"Transportation, Logistics and Warehouse"
1064,Software Products and Web Services
1065,Education and Training
1065,Software Products and Web Services
1066,Software Products and Web Services
1067,E-commerce
1067,Software Products and Web Services
1068,Creative and Design
1068,AI Software & Services
1069,IT Services and IT Consulting
1069,Software Products and Web Services
1069,AI Software & Services
1070,Software Products and Web Services
1071,Software Products and Web Services
1072,AI Software & Services
1073,IT Services and IT Consulting
1073,"Transportation, Logistics and Warehouse"
1073,Software Products and Web Services
1073,AI Software & Services
1074,E-commerce
1074,Education and Training
1074,Banking
1074,Healthcare
1074,Financial Services
1075,"Real Estate, Property and Construction"
1076,Software Products and Web Services
1077,"Transportation, Logistics and Warehouse"
1078,AI Software & Services
1079,Software Products and Web Services
1080,Software Products and Web Services
1081,IT Hardware and Computing
1081,IT Services and IT Consulting
1082,Education and Training
1083,Tourism and Hospitality Services
1083,E-commerce
1083,IT Services and IT Consulting
1083,Software Products and Web Services
1084,Banking
1084,Software Products and Web Services
1084,Securities & Investment
1084,Financial Services
1085,Software Products and Web Services
1086,Software Products and Web Services
1087,IT Services and IT Consulting
1088,E-commerce
1089,E-commerce
1090,IT Services and IT Consulting
1090,"Transportation, Logistics and Warehouse"
1090,Software Development Outsourcing
1090,Software Products and Web Services
1091,Securities & Investment
1092,Insurance
1092,Banking
1092,IT Services and IT Consulting
1092,Software Products and Web Services
1092,Financial Services
1093,AI Software & Services
1094,Cyber Security
1094,Software Products and Web Services
1094,AI Software & Services
1095,Banking
1095,IT Services and IT Consulting
1095,Software Products and Web Services
1096,Software Products and Web Services
1097,Blockchain & Web3 Services
1097,Banking
1097,Game
1097,Securities & Investment
1097,Financial Services
1098,Banking
1098,Government
1098,Financial Services
1099,Software Products and Web Services
1100,Software Development Outsourcing
1101,Banking
1102,Banking
1102,IT Services and IT Consulting
1102,Financial Services
1103,IT Services and IT Consulting
1104,IT Hardware and Computing
1104,Manufacturing and Engineering
1105,IT Services and IT Consulting
1106,IT Services and IT Consulting
1107,IT Services and IT Consulting
1107,Emerging Tech R&D
1107,AI Software & Services
1108,Software Products and Web Services
1109,Software Products and Web Services
1110,Banking
1110,"Real Estate, Property and Construction"
1110,Financial Services
1110,AI Software & Services
1111,Banking
1111,Financial Services
1112,IT Services and IT Consulting
1112,AI Software & Services
1113,Software Development Outsourcing
1114,Cyber Security
1114,Software Products and Web Services
1115,Software Products and Web Services
1116,Banking
1116,IT Services and IT Consulting
1116,Software Products and Web Services
1116,Financial Services
1117,IT Services and IT Consulting
1118,Emerging Tech R&D
1119,IT Services and IT Consulting
1120,IT Services and IT Consulting
1121,Banking
1121,Securities & Investment
1121,Financial Services
1122,Insurance
1123,Banking
1123,Securities & Investment
1123,Financial Services
1124,Banking
1124,Securities & Investment
1124,Financial Services
1125,Manufacturing and Engineering
1125,IT Services and IT Consulting
1125,Software Products and Web Services
1125,Emerging Tech R&D
1125,AI Software & Services
1126,Manufacturing and Engineering
1126,IT Services and IT Consulting
1126,Software Products and Web Services
1126,Emerging Tech R&D
1126,AI Software & Services
1127,Software Products and Web Services
1127,Healthcare
1128,Telecommunication
1129,Telecommunication
1130,"Transportation, Logistics and Warehouse"
1131,Telecommunication
1132,Software Products and Web Services
1134,Software Products and Web Services
1135,IT Services and IT Consulting
1135,Software Development Outsourcing
1135,Software Products and Web Services
1137,Blockchain & Web3 Services
1138,IT Services and IT Consulting
1138,Software Development Outsourcing
1139,Software Products and Web Services
1140,Software Products and Web Services
1141,Software Products and Web Services
1142,Software Products and Web Services
1143,Education and Training
1144,Software Products and Web Services
1146,"Real Estate, Property and Construction"
1146,Software Products and Web Services
1147,Software Products and Web Services
1148,IT Hardware and Computing
1149,Software Products and Web Services
1150,IT Services and IT Consulting
1151,AI Software & Services
1152,AI Software & Services
1153,AI Software & Services
1154,Software Products and Web Services
1155,IT Services and IT Consulting
1156,E-commerce
1156,"Real Estate, Property and Construction"
1156,Financial Services
1157,Software Products and Web Services
1159,E-commerce
1159,IT Services and IT Consulting
1160,IT Hardware and Computing
1160,IT Services and IT Consulting
1160,AI Software & Services
1161,Software Products and Web Services
1161,Facility Management
1162,Game
1163,IT Services and IT Consulting
1164,Healthcare
1165,Healthcare
1166,Software Products and Web Services
1167,Insurance
1167,E-commerce
1167,Banking
1167,IT Services and IT Consulting
1167,Software Development Outsourcing
1168,Banking
1169,Banking
1169,Financial Services
1170,IT Hardware and Computing
1170,IT Services and IT Consulting
1170,Cyber Security
1170,Network and Infrastructure
1170,Software Products and Web Services
1171,Software Development Outsourcing
1172,E-commerce
1172,"Media, Advertising and Entertainment"
1172,IT Services and IT Consulting
1172,Software Products and Web Services
1172,Creative and Design
1173,E-commerce
1173,IT Services and IT Consulting
1173,"Transportation, Logistics and Warehouse"
1173,Software Products and Web Services
1174,IT Services and IT Consulting
1175,Game
1176,Software Products and Web Services
1177,Software Products and Web Services
1178,Software Products and Web Services
1179,Game
1180,Manufacturing and Engineering
1180,Software Products and Web Services
1181,IT Services and IT Consulting
1182,Software Products and Web Services
1183,Software Products and Web Services
1184,Software Products and Web Services
1185,IT Services and IT Consulting
1185,Cyber Security
1185,Software Development Outsourcing
1185,Software Products and Web Services
1185,AI Software & Services
1186,Software Products and Web Services
1187,Software Products and Web Services
1188,Game
1189,Blockchain & Web3 Services
1189,IT Hardware and Computing
1189,Emerging Tech R&D
1189,AI Software & Services
1190,Software Products and Web Services
1190,AI Software & Services
1192,IT Services and IT Consulting
1193,Financial Services
1194,"Media, Advertising and Entertainment"
1195,IT Services and IT Consulting
1195,Cyber Security
1195,Software Development Outsourcing
1195,Software Products and Web Services
1195,AI Software & Services
1196,AI Software & Services
1197,Software Products and Web Services
1198,Software Products and Web Services
1199,E-commerce
1199,Retail and Wholesale
1200,Insurance
1201,Blockchain & Web3 Services
1202,IT Services and IT Consulting
1203,Blockchain & Web3 Services
1203,Software Products and Web Services
1204,Professional Services
1205,IT Hardware and Computing
1206,IT Hardware and Computing
1206,IT Services and IT Consulting
1206,Software Development Outsourcing
1206,Software Products and Web Services
1206,AI Software & Services
1207,IT Hardware and Computing
1207,IT Services and IT Consulting
1207,Software Development Outsourcing
1207,Software Products and Web Services
1207,AI Software & Services
1208,Tourism and Hospitality Services
1208,E-commerce
1208,IT Services and IT Consulting
1209,Software Development Outsourcing
1210,Software Development Outsourcing
1210,Software Products and Web Services
1211,IT Services and IT Consulting
1211,Software Development Outsourcing
1211,Software Products and Web Services
1211,AI Software & Services
1212,Software Development Outsourcing
1213,IT Services and IT Consulting
1214,IT Services and IT Consulting
1215,IT Services and IT Consulting
1216,Retail and Wholesale
1217,IT Hardware and Computing
1217,IT Services and IT Consulting
1217,Software Products and Web Services
1217,Professional Services
1217,Financial Services
1218,IT Services and IT Consulting
1219,E-commerce
1219,Retail and Wholesale
1220,IT Services and IT Consulting
1221,IT Services and IT Consulting
1222,E-commerce
1222,"Transportation, Logistics and Warehouse"
1222,Cyber Security
1222,Network and Infrastructure
1222,Software Development Outsourcing
1223,"Media, Advertising and Entertainment"
1223,IT Services and IT Consulting
1223,Cyber Security
1223,Software Products and Web Services
1223,AI Software & Services
1224,Telecommunication
1225,AI Software & Services
1227,Software Development Outsourcing
1229,Software Products and Web Services
1230,Cyber Security
1231,Game
1232,AI Software & Services
1233,"Media, Advertising and Entertainment"
1234,Banking
1234,Software Products and Web Services
1234,Financial Services
1234,AI Software & Services
1235,Software Products and Web Services
1236,Banking
1237,IT Services and IT Consulting
1237,Software Development Outsourcing
1237,Software Products and Web Services
1238,IT Services and IT Consulting
1238,Software Development Outsourcing
1238,Research Services
1238,AI Software & Services
1239,Software Products and Web Services
1240,Banking
1240,Financial Services
1241,E-commerce
1241,Software Products and Web Services
